name,address,bairro,link,lat,lng
Os Demitidos,"Avenida Luca, 42 | Chácara Mafalda, São Paulo - SP",Chácara Mafalda,https://comidadibuteco.com.br/buteco/os-demitidos/,-23.57231705,-46.56138195910809
Othê Gastrobar,"Rua Mourato Coelho, 789 | São Paulo - SP",São Paulo - SP,https://comidadibuteco.com.br/buteco/othe-gastrobar/,-23.5607712,-46.6896563
Pancho’s Villa,"Travessa do Atleta, 2 | São Paulo - SP",São Paulo - SP,https://comidadibuteco.com.br/buteco/panchos-villa/,-23.507640780129613,-46.54379442929743
Parrilla Smoker Bar,"Rua Padre José de Anchieta, 444 | Santo Amaro, São Paulo - SP",Santo Amaro,https://comidadibuteco.com.br/buteco/parrilla-smoker-bar/,-23.653112388177767,-46.69810850049506
Pé na Lapa,"Rua Coriolano, 336 | Água Branca, São Paulo - SP",Água Branca,https://comidadibuteco.com.br/buteco/pe-na-lapa/,,
Pierê Bar,"Rua dos Pinheiros, 953 | Pinheiros, São Paulo - SP",Pinheiros,https://comidadibuteco.com.br/buteco/piere-bar/,-23.5674428,-46.686925
Pompéia Bar,"Rua Doutor Augusto de Miranda, 712 | Vila Pompeia, São Paulo - SP",Vila Pompeia,https://comidadibuteco.com.br/buteco/3305-revision-v1/,-23.529648539389665,-46.688702949978236
Quintal Paraense,"Rua Horácio Vergueiro Rudge, 535 | Casa Verde, São Paulo - SP",Casa Verde,https://comidadibuteco.com.br/buteco/quintal-paraense/,-23.511352284185428,-46.662959735397315
Rasgueira Bar,"Rua Gabriele D'Annunzio, 1346 | Campo Belo, São Paulo - SP",Campo Belo,https://comidadibuteco.com.br/buteco/rasgueira-bar/,-23.618743991877135,-46.68137648440344
Restaurante Boa Vista,"Rua São Benedito, 1762 | Santo Amaro, São Paulo - SP",Santo Amaro,https://comidadibuteco.com.br/buteco/restaurante-boa-vista/,-23.64741188736869,-46.70067245944244
Restaurante do Magyver,"Rua Florianópolis, 785 | Vila Bertioga, São Paulo - SP",Vila Bertioga,https://comidadibuteco.com.br/buteco/restaurante-do-magyver/,-22.368596805614132,-46.933629164361584
Restaurante Don Limón,"Rua Deputado João Sussumu Hirata, 804 | Vila Andrade, São Paulo - SP",Vila Andrade,https://comidadibuteco.com.br/buteco/restaurante-don-limon/,-23.62951730242699,-46.73144179360954
Samambaia Bar e Lanches,"Rua Maria Otília, 110 | Vila Regente Feijó, São Paulo - SP",Vila Regente Feijó,https://comidadibuteco.com.br/buteco/samambaia-bar-e-lanches/,,
Sampagrill Bar & Espetaria,"Rua Fernando de Albuquerque, 105 | Consolação, São Paulo - SP",Consolação,https://comidadibuteco.com.br/buteco/sampagrill-bar-espetaria/,-23.552735490594735,-46.65909780091448
Senhor Petiscos,"Rua Martinho Guedes, 19 | Saúde, São Paulo - SP",Saúde,https://comidadibuteco.com.br/buteco/senhor-petiscos/,,
Sergin Drinks,"Rua Professor Antônio Pena, 28 | Jardim São Paulo, São Paulo - SP",Jardim São Paulo,https://comidadibuteco.com.br/buteco/sergin-drinks/,-23.49030955,-46.6120988
Sqma Drinks,"Rua Oliveira Brandão, 211 | Conjunto Residencial José Bonifácio, São Paulo - SP",Conjunto Residencial José Bonifácio,https://comidadibuteco.com.br/buteco/sqma-drinks/,,
TBC Barbecue,"Rua Bom Sucesso, 886 | Tatuapé, São Paulo - SP",Tatuapé,https://comidadibuteco.com.br/buteco/tbc-barbecue/,-23.54707208715072,-46.57734605745886
Tiago’s Bar,"Rua do Oratório, 2534 | Alto da Mooca, São Paulo - SP",Alto da Mooca,https://comidadibuteco.com.br/buteco/tiagos-bar/,,
Tiro Liro,"Rua Cotoxó, 1185 | Vila Pompeia, São Paulo - SP",Vila Pompeia,https://comidadibuteco.com.br/buteco/10154-revision-v1/,-23.536867,-46.6881497
Toca do Buda,"Avenida Júlio Buono, 2210 | Vila Gustavo, São Paulo - SP",Vila Gustavo,https://comidadibuteco.com.br/buteco/toca-do-buda/,,
Tomás Uma Bar,"Rua Martim Francisco, 707 | Santa Cecília, São Paulo - SP",Santa Cecília,https://comidadibuteco.com.br/buteco/tomas-uma-bar/,-23.54007267434667,-46.65316396300057
Toronto Bar e Restaurante,"Rua Comendador Miguel Calfat, 681 | Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,https://comidadibuteco.com.br/buteco/toronto-bar-e-restaurante/,,
Trecão Bar,"Rua Nova Louza, 66 | Vila Firmiano Pinto, São Paulo - SP",Vila Firmiano Pinto,https://comidadibuteco.com.br/buteco/trecao-bar/,-23.59480898828708,-46.61972122629467
Trem Doido,"Rua Lisboa, 306 | Cerqueira César, São Paulo - SP",Cerqueira César,https://comidadibuteco.com.br/buteco/trem-doido/,-23.565641921062117,-46.660720097091264
Turma do Espetto,"Avenida Serafim Gonçalves Pereira, 460 | Parque Novo Mundo, São Paulo - SP",Parque Novo Mundo,https://comidadibuteco.com.br/buteco/turma-do-espetto/,-23.520395617475728,-46.56796699611651
União de Minas,"Rua Amleto Farro, 491 | Santo Amaro, São Paulo - SP",Santo Amaro,https://comidadibuteco.com.br/buteco/uniao-de-minas/,-23.650033625986396,-46.71184147114201
Veiacos Bar & Petiscaria,"Rua Pestana, 11 | Vila Guaca, São Paulo - SP",Vila Guaca,https://comidadibuteco.com.br/buteco/veiacos-bar-petiscaria-2/,,
Venezas,"Rua Brigadeiro Jordão, 294 | Ipiranga, São Paulo - SP",Ipiranga,https://comidadibuteco.com.br/buteco/venezas-2/,-23.58651628117144,-46.60293193454175
Ver-o-Bar,"Rua General Júlio Marcondes Salgado, 351 | Campos Elíseos, São Paulo - SP",Campos Elíseos,https://comidadibuteco.com.br/buteco/ver-o-bar/,,
Vila Show Bar & Restaurante,"Avenida Mascote, 225 | Vila Mascote, São Paulo - SP",Vila Mascote,https://comidadibuteco.com.br/buteco/vila-show-bar-restaurante/,-23.64861730509564,-46.66569409694617
Villa Grill Bar e Prosa,"Rua Andaraí, 141 | Vila Maria Baixa - São Paulo - SP",Vila Maria Baixa - São Paulo - SP,https://comidadibuteco.com.br/buteco/villa-grill-bar-e-prosa/,,
Viva Boteco,"Avenida Esperantina, 287 | Parque das Paineiras, São Paulo - SP",Parque das Paineiras,https://comidadibuteco.com.br/buteco/viva-boteco/,-23.534675748842922,-46.47639459463216
Xepa Bar,"Rua Jaguaribe, 529 | Santa Cecília, São Paulo - SP",Santa Cecília,https://comidadibuteco.com.br/buteco/xepa-bar/,-23.5417213,-46.6530344
Xopotó Rio de Minas,"Rua Clodomiro Amazonas, 442 | Itaim Bibi, São Paulo - SP",Itaim Bibi,https://comidadibuteco.com.br/buteco/xopoto-rio-de-minas/,-23.588161633988538,-46.67888723445091
Zé Vicente Bar,"Rua Borges, 437 | Parada Inglesa, São Paulo - SP",Parada Inglesa,https://comidadibuteco.com.br/buteco/ze-vicente-bar/,-23.4825716,-46.6011043
